claim_id,claim_type,claim_amount,policy_type,policy_age_months,claimant_age,claimant_gender,incident_date,report_date,incident_hour,report_delay_days,previous_claims,witness_present,police_report,injury_claimed,claim_status,is_fraudulent,claim_severity
CLM_00681,Home,2965,Standard,72,32,F,2023-01-13,2023-12-24,19,3.0,4,1,1,1,Under Investigation,1,Critical
CLM_00682,Life,5304,Premium,111,56,F,2023-09-02,2023-12-05,2,3.5,0,0,1,0,Approved,0,High
CLM_00683,Life,4817,Premium,35,82,M,2023-05-04,2023-12-15,13,0.8,4,1,0,0,Approved,0,Critical
CLM_00684,Travel,3683,Standard,49,35,M,2023-06-26,2023-12-08,15,0.4,2,1,1,1,Approved,0,Medium
CLM_00685,Home,47418,Standard,100,64,M,2023-05-14,2023-12-25,19,1.7,2,0,0,1,Pending,1,Critical
CLM_00686,Auto,827,Standard,79,55,F,2023-09-15,2023-12-04,23,1.1,1,1,1,0,Approved,0,High
CLM_00687,Property,1089,Premium,76,42,F,2023-06-28,2023-12-04,21,1.3,3,0,1,1,Approved,0,Low
CLM_00688,Property,1777,Premium,66,43,M,2023-04-23,2023-12-28,15,0.1,2,0,1,1,Approved,0,Medium
CLM_00689,Life,19289,Premium,16,72,F,2023-07-19,2023-12-20,15,3.3,1,0,1,0,Approved,0,Low
CLM_00690,Health,722,Platinum,100,35,F,2023-03-20,2023-12-10,14,1.9,2,0,1,0,Approved,0,High
CLM_00691,Home,270,Standard,55,76,M,2023-03-19,2023-12-27,12,0.9,1,0,0,1,Denied,0,Medium
CLM_00692,Life,1527,Standard,11,54,M,2023-12-21,2023-12-06,19,2.8,0,1,1,0,Denied,0,Critical
CLM_00693,Life,6891,Standard,72,36,F,2023-09-28,2023-12-04,13,10.3,1,0,0,1,Approved,0,Low
CLM_00694,Travel,2311,Premium,24,30,M,2023-10-21,2023-12-14,4,0.7,1,1,1,0,Approved,0,Low
CLM_00695,Property,24249,Standard,9,68,M,2023-09-26,2023-12-13,5,1.5,1,1,1,0,Approved,0,Low
CLM_00696,Auto,14179,Standard,1,54,F,2023-06-04,2023-12-25,3,0.8,5,0,1,0,Approved,1,Low
CLM_00697,Home,8220,Standard,64,81,F,2023-07-25,2023-12-21,20,0.5,5,0,0,0,Approved,0,Low
CLM_00698,Health,3017,Basic,61,60,M,2023-12-03,2023-12-23,10,1.8,3,1,0,1,Pending,0,Medium
CLM_00699,Life,12539,Standard,6,39,F,2023-08-31,2023-12-11,15,1.7,3,1,0,1,Approved,0,Critical
CLM_00700,Life,6063,Premium,106,25,M,2023-10-19,2023-12-03,18,4.0,1,0,1,0,Denied,0,Medium
CLM_00701,Property,397,Premium,113,32,F,2023-01-20,2023-12-21,21,0.4,1,1,0,1,Under Investigation,0,High
CLM_00702,Health,1492,Basic,98,36,F,2023-11-02,2023-12-14,23,1.2,1,0,1,1,Denied,0,High
CLM_00703,Property,18573,Standard,95,69,M,2023-09-04,2023-12-28,6,0.6,2,1,1,0,Under Investigation,0,Low
CLM_00704,Auto,4585,Standard,3,46,F,2023-07-19,2023-12-11,1,5.2,5,1,1,0,Under Investigation,0,High
CLM_00705,Travel,2812,Premium,69,24,M,2023-08-25,2023-12-20,12,0.6,3,1,1,0,Pending,0,Low
CLM_00706,Travel,8183,Basic,87,48,F,2023-06-26,2023-12-28,5,4.2,2,1,0,1,Approved,0,Low
CLM_00707,Home,3638,Basic,63,75,M,2023-09-14,2023-12-14,21,0.1,2,0,1,0,Denied,0,Critical
CLM_00708,Home,2804,Standard,18,29,F,2023-12-02,2024-01-01,20,8.6,4,1,1,0,Approved,0,Medium
CLM_00709,Property,5448,Standard,91,57,F,2023-09-07,2023-12-25,23,10.8,1,0,0,1,Denied,0,High
CLM_00710,Auto,662,Platinum,89,45,M,2023-04-03,2023-12-07,15,4.2,4,0,0,1,Approved,0,Low
CLM_00711,Auto,647,Platinum,52,27,M,2023-03-14,2023-12-18,17,6.2,1,0,0,1,Under Investigation,0,Medium
CLM_00712,Home,5746,Platinum,107,55,F,2023-05-25,2023-12-18,2,5.5,3,1,1,1,Approved,0,Medium
CLM_00713,Property,8741,Premium,44,59,F,2023-05-26,2023-12-08,21,1.4,4,1,0,1,Approved,0,Medium
CLM_00714,Travel,6650,Basic,7,73,M,2023-03-09,2023-12-10,20,1.1,1,0,1,0,Approved,0,High
CLM_00715,Home,997,Standard,96,23,F,2023-10-28,2023-12-12,13,0.4,4,0,0,1,Approved,0,Medium
CLM_00716,Property,11921,Basic,91,31,M,2023-11-29,2023-12-13,19,0.1,2,1,0,0,Under Investigation,0,Medium
CLM_00717,Auto,2495,Basic,67,21,F,2023-04-07,2023-12-21,7,4.0,3,1,1,1,Pending,0,Medium
CLM_00718,Travel,10411,Platinum,87,82,M,2023-10-19,2023-12-12,11,0.9,2,0,1,0,Approved,0,High
CLM_00719,Travel,34957,Premium,42,63,M,2023-12-06,2023-12-04,0,0.6,4,1,1,1,Approved,0,Medium
CLM_00720,Life,8449,Standard,31,45,F,2023-05-05,2023-12-09,17,4.5,2,1,0,0,Under Investigation,0,Low
CLM_00721,Health,1176,Standard,6,66,M,2023-05-26,2023-12-19,2,0.3,2,0,0,0,Under Investigation,0,Critical
CLM_00722,Auto,2485,Standard,71,62,M,2023-02-14,2023-12-19,0,1.5,3,1,0,0,Pending,0,Medium
CLM_00723,Auto,5855,Premium,103,69,F,2023-06-08,2023-12-15,14,2.4,2,0,1,1,Approved,0,Medium
CLM_00724,Home,24867,Platinum,65,23,M,2023-07-30,2023-12-18,10,0.2,1,1,1,0,Approved,0,High
CLM_00725,Health,670,Basic,118,73,F,2023-12-25,2023-12-14,19,3.1,1,0,1,0,Approved,0,Low
CLM_00726,Life,16379,Premium,44,55,F,2023-12-10,2023-12-24,2,1.6,4,0,0,1,Under Investigation,1,Low
CLM_00727,Health,3479,Standard,25,33,F,2023-12-17,2023-12-31,14,2.5,1,0,1,0,Pending,0,Low
CLM_00728,Auto,448,Standard,41,65,F,2023-08-16,2023-12-27,19,3.4,2,1,0,0,Under Investigation,0,High
CLM_00729,Life,1711,Platinum,67,59,F,2023-08-03,2023-12-13,23,0.8,0,0,1,1,Approved,0,High
CLM_00730,Auto,1224,Premium,103,71,M,2023-09-11,2023-12-17,16,1.5,2,1,1,1,Approved,0,Medium
CLM_00731,Home,1307,Basic,51,74,F,2023-12-01,2023-12-27,19,0.1,1,1,0,1,Under Investigation,0,High
CLM_00732,Life,4108,Basic,90,22,F,2023-10-15,2023-12-20,5,4.4,4,1,1,0,Approved,1,Low
CLM_00733,Home,1524,Premium,86,78,F,2023-07-10,2023-12-11,9,2.2,3,1,1,1,Under Investigation,0,Medium
CLM_00734,Travel,11685,Basic,45,35,F,2023-07-09,2023-12-08,18,0.7,1,0,1,1,Approved,0,Medium
CLM_00735,Property,307,Standard,93,73,F,2023-01-17,2023-12-24,7,0.1,2,0,1,1,Approved,0,Medium
CLM_00736,Life,336,Standard,91,76,M,2023-02-27,2023-12-16,17,3.3,1,0,1,0,Under Investigation,0,High
CLM_00737,Home,1303,Standard,104,65,M,2023-05-25,2023-12-07,12,3.2,1,0,0,1,Pending,0,Medium
CLM_00738,Auto,5190,Platinum,59,30,F,2023-02-15,2023-12-12,9,1.7,2,1,1,0,Pending,0,Critical
CLM_00739,Life,3762,Standard,28,21,F,2023-02-14,2023-12-07,9,1.6,0,1,1,1,Under Investigation,0,Medium
CLM_00740,Life,2131,Basic,69,58,M,2023-07-10,2023-12-20,1,3.9,1,0,1,1,Under Investigation,0,High
CLM_00741,Travel,1954,Premium,22,62,M,2023-06-25,2023-12-24,14,1.0,1,0,1,0,Approved,0,Low
CLM_00742,Travel,2389,Premium,18,28,F,2023-05-14,2023-12-13,6,2.0,1,0,1,0,Approved,0,High
CLM_00743,Travel,9109,Standard,25,41,M,2023-09-06,2023-12-08,13,1.9,2,1,1,0,Denied,0,Low
CLM_00744,Health,1158,Premium,50,80,M,2023-05-01,2023-12-26,18,8.7,3,1,1,1,Approved,0,Medium
CLM_00745,Health,6682,Basic,27,77,F,2023-11-18,2023-12-27,1,2.4,0,1,1,1,Denied,0,Low
CLM_00746,Health,7597,Standard,109,56,F,2023-05-18,2023-12-14,18,17.9,1,0,1,1,Approved,0,Low
CLM_00747,Home,2079,Standard,1,74,F,2023-01-03,2023-12-13,5,6.2,1,1,1,1,Approved,1,Medium
CLM_00748,Auto,10430,Platinum,28,45,F,2023-06-13,2023-12-13,4,0.6,0,1,1,0,Pending,0,High
CLM_00749,Auto,2221,Platinum,16,77,M,2023-02-03,2023-12-06,18,2.8,1,0,1,0,Pending,0,High
CLM_00750,Property,6417,Standard,91,40,F,2023-07-13,2023-12-30,1,7.1,0,1,1,1,Pending,0,Medium
CLM_00751,Health,420,Basic,15,48,M,2023-03-16,2023-12-24,5,2.0,2,1,0,1,Under Investigation,1,Critical
CLM_00752,Travel,1680,Standard,106,81,F,2023-06-01,2023-12-07,21,0.4,0,1,1,0,Approved,0,High
CLM_00753,Property,1883,Platinum,70,65,M,2023-05-11,2023-12-13,4,3.4,4,1,1,1,Pending,0,Medium
CLM_00754,Property,1875,Standard,49,71,M,2023-02-11,2023-12-19,22,0.2,3,0,1,1,Approved,0,Low
CLM_00755,Travel,2474,Basic,90,75,F,2023-12-23,2023-12-14,16,4.8,0,0,1,1,Under Investigation,0,Medium
CLM_00756,Travel,1171,Basic,106,76,M,2023-06-17,2023-12-03,16,4.3,3,0,0,0,Under Investigation,0,High
CLM_00757,Auto,28566,Premium,30,26,M,2023-11-03,2023-12-27,15,0.0,3,0,0,1,Under Investigation,0,Low
CLM_00758,Auto,1129,Basic,62,52,M,2023-07-15,2023-12-20,23,7.8,5,1,0,0,Approved,0,High
CLM_00759,Travel,29628,Platinum,82,18,M,2023-05-04,2023-12-23,12,3.9,2,1,1,1,Approved,1,Medium
CLM_00760,Travel,1971,Standard,4,67,F,2023-04-17,2023-12-21,11,0.6,2,0,0,0,Approved,0,High
CLM_00761,Auto,928,Basic,95,42,F,2023-11-05,2023-12-31,0,4.2,1,0,1,0,Approved,0,High
CLM_00762,Home,16517,Basic,48,84,F,2023-10-10,2023-12-03,10,2.3,1,1,1,1,Approved,0,Low
CLM_00763,Home,2752,Basic,100,48,M,2023-05-31,2023-12-05,13,0.6,3,1,1,0,Approved,0,Low
CLM_00764,Health,2137,Premium,71,54,M,2023-02-04,2023-12-23,15,2.3,1,1,1,0,Approved,0,Low
CLM_00765,Home,149,Standard,93,22,F,2023-11-04,2023-12-06,23,0.9,1,1,1,1,Approved,0,Medium
CLM_00766,Property,463,Basic,28,48,M,2023-12-24,2023-12-28,2,2.0,2,1,0,0,Approved,0,Low
CLM_00767,Property,6199,Standard,59,67,M,2023-05-30,2023-12-04,17,0.4,4,1,1,1,Pending,0,High
CLM_00768,Home,5860,Basic,22,28,F,2023-09-10,2023-12-18,20,8.2,5,0,1,0,Approved,0,Low
CLM_00769,Life,741,Premium,59,28,M,2023-04-07,2023-12-03,3,1.7,2,0,1,0,Approved,0,Medium
CLM_00770,Auto,5172,Basic,85,58,M,2023-10-04,2023-12-23,7,3.7,0,1,1,1,Under Investigation,0,Medium
CLM_00771,Auto,6535,Premium,68,35,M,2023-05-12,2023-12-11,2,2.4,1,1,0,1,Approved,0,Medium
CLM_00772,Travel,1039,Platinum,77,20,M,2023-10-01,2023-12-27,14,0.4,1,0,1,1,Approved,0,Critical
CLM_00773,Home,1310,Platinum,78,35,M,2023-09-12,2023-12-23,17,2.0,1,0,1,0,Approved,0,Critical
CLM_00774,Home,4317,Standard,67,50,F,2023-01-27,2023-12-23,9,3.2,1,0,1,0,Pending,1,High
CLM_00775,Property,781,Basic,109,55,F,2023-09-10,2023-12-10,8,0.6,1,1,1,0,Approved,0,Medium
CLM_00776,Property,2882,Premium,75,72,F,2023-07-03,2023-12-25,7,6.8,5,0,1,1,Approved,0,High
CLM_00777,Life,935,Standard,90,61,F,2023-05-16,2023-12-04,23,0.5,1,1,0,0,Approved,0,High
CLM_00778,Auto,5057,Premium,68,23,M,2023-04-15,2023-12-15,3,0.5,6,0,1,0,Under Investigation,0,Medium
CLM_00779,Life,2776,Basic,23,53,F,2023-05-28,2023-12-08,2,3.1,1,0,1,0,Approved,0,Medium
CLM_00780,Property,7960,Basic,6,23,F,2023-09-22,2023-12-06,5,3.5,1,1,1,1,Approved,0,Critical
CLM_00781,Auto,1796,Premium,34,34,F,2023-10-12,2023-12-31,16,0.3,4,1,1,1,Approved,0,Medium
CLM_00782,Life,1917,Standard,102,47,F,2023-09-20,2023-12-26,22,0.3,0,1,0,1,Under Investigation,0,Low
CLM_00783,Auto,66,Premium,110,62,M,2023-10-05,2023-12-18,11,0.5,0,0,1,1,Approved,0,Medium
CLM_00784,Home,11219,Platinum,105,61,M,2023-09-12,2023-12-22,22,9.4,0,0,1,1,Under Investigation,1,Medium
CLM_00785,Travel,2861,Standard,21,58,M,2023-07-30,2023-12-28,8,3.7,3,1,1,1,Under Investigation,0,Low
CLM_00786,Property,5196,Platinum,25,61,F,2023-05-19,2023-12-07,12,4.2,3,1,1,1,Under Investigation,0,Low
CLM_00787,Life,7663,Basic,48,24,M,2023-10-16,2023-12-14,15,1.9,0,1,0,0,Denied,0,High
CLM_00788,Auto,1534,Basic,98,30,M,2023-08-17,2023-12-21,0,0.5,4,1,0,0,Approved,0,Low
CLM_00789,Health,3729,Premium,16,19,M,2023-04-07,2023-12-20,18,3.1,1,1,1,1,Under Investigation,0,High
CLM_00790,Auto,21401,Standard,13,63,M,2023-05-20,2023-12-04,3,3.8,2,1,1,1,Approved,1,Medium
CLM_00791,Property,9605,Premium,78,37,M,2023-03-03,2023-12-06,19,1.4,5,1,1,0,Approved,0,Medium
CLM_00792,Travel,998,Standard,50,29,F,2023-01-25,2023-12-06,7,4.8,1,1,1,1,Denied,0,High
CLM_00793,Property,1557,Premium,32,83,M,2023-04-09,2023-12-06,4,2.2,4,0,0,1,Pending,0,Low
CLM_00794,Home,4533,Premium,71,37,M,2023-09-14,2023-12-30,18,5.0,2,0,1,1,Approved,0,Medium
CLM_00795,Auto,1302,Premium,110,80,F,2023-04-21,2023-12-21,17,0.4,1,0,1,0,Approved,0,Medium
CLM_00796,Travel,4499,Basic,61,68,F,2023-12-20,2023-12-09,20,0.6,3,0,1,1,Approved,1,High
CLM_00797,Property,290,Standard,104,73,M,2023-04-01,2023-12-19,21,1.5,4,0,1,1,Approved,0,High
CLM_00798,Life,719,Basic,119,46,M,2023-01-09,2023-12-22,17,12.7,4,0,1,1,Approved,0,Medium
CLM_00799,Life,5598,Platinum,52,40,M,2023-11-25,2023-12-22,16,2.5,2,1,1,0,Approved,1,Low
CLM_00800,Life,1125,Basic,18,73,M,2023-03-20,2024-01-01,15,4.2,3,1,0,0,Under Investigation,0,Medium
CLM_00801,Health,1968,Basic,116,39,F,2023-07-20,2023-12-05,10,1.9,2,1,0,0,Approved,0,Medium
CLM_00802,Travel,27919,Premium,77,82,F,2023-08-17,2023-12-20,13,2.0,1,1,1,1,Denied,0,Low
CLM_00803,Property,1390,Standard,9,80,F,2023-04-10,2023-12-23,3,7.3,3,1,1,1,Denied,0,Low
CLM_00804,Travel,5103,Premium,104,23,M,2023-06-27,2023-12-17,17,12.6,1,1,1,0,Approved,0,Critical
CLM_00805,Auto,1901,Standard,100,34,M,2023-05-22,2023-12-19,10,3.1,0,0,1,0,Denied,0,Critical
CLM_00806,Home,4626,Premium,99,74,F,2023-10-20,2023-12-16,0,1.5,1,1,1,1,Pending,0,Medium
CLM_00807,Home,5253,Premium,29,52,F,2023-12-01,2023-12-20,11,0.2,2,1,1,1,Approved,0,Low
CLM_00808,Travel,1393,Premium,92,31,M,2023-03-27,2023-12-12,6,6.0,1,1,1,1,Denied,0,Medium
CLM_00809,Travel,44258,Standard,78,33,M,2023-02-16,2023-12-21,22,6.9,2,1,1,0,Under Investigation,0,Low
CLM_00810,Property,724,Basic,45,75,M,2023-06-21,2023-12-13,0,0.3,4,1,1,1,Approved,0,High
CLM_00811,Home,1564,Standard,5,78,F,2023-10-22,2023-12-26,6,5.6,4,0,1,1,Approved,0,Medium
CLM_00812,Property,15043,Standard,45,28,F,2023-06-13,2023-12-31,11,0.2,1,1,1,0,Under Investigation,0,High
CLM_00813,Travel,1135,Standard,114,51,F,2023-03-22,2023-12-24,9,0.3,3,1,1,0,Approved,0,High
CLM_00814,Home,2462,Standard,111,81,F,2023-05-14,2023-12-14,14,1.8,3,1,1,1,Approved,0,Low
CLM_00815,Property,5605,Standard,99,30,F,2023-09-28,2023-12-20,19,1.5,2,1,0,1,Under Investigation,0,Medium
CLM_00816,Life,5496,Standard,115,54,M,2023-09-18,2023-12-09,19,5.9,0,0,1,1,Under Investigation,0,Medium
CLM_00817,Health,2703,Standard,16,40,F,2023-10-06,2023-12-08,3,0.8,2,0,1,1,Pending,0,Low
CLM_00818,Auto,8195,Premium,13,56,F,2023-12-04,2023-12-25,18,0.2,2,0,0,1,Approved,0,Low
CLM_00819,Travel,1239,Basic,100,37,F,2023-10-18,2023-12-07,1,3.3,4,1,1,1,Denied,0,Medium
CLM_00820,Travel,6151,Standard,5,34,M,2023-10-15,2023-12-26,8,6.7,5,1,1,0,Pending,0,Low
CLM_00821,Travel,924,Platinum,39,50,F,2023-06-04,2023-12-04,16,1.6,3,0,1,1,Approved,0,High
CLM_00822,Auto,1915,Platinum,32,26,F,2023-12-19,2023-12-09,6,0.2,1,0,1,0,Approved,0,Medium
CLM_00823,Home,7530,Standard,40,81,F,2023-11-28,2023-12-17,21,0.2,0,1,0,1,Approved,0,Critical
CLM_00824,Home,452,Basic,7,25,M,2023-10-15,2023-12-29,23,2.7,3,0,1,0,Approved,0,Medium
CLM_00825,Property,8117,Standard,65,33,F,2023-12-12,2024-01-01,3,2.0,5,0,1,0,Approved,0,Medium
CLM_00826,Auto,27772,Standard,12,73,F,2023-04-05,2023-12-14,5,2.8,2,0,1,1,Approved,0,Medium
CLM_00827,Health,1677,Platinum,111,79,M,2023-10-07,2023-12-12,11,0.7,4,1,1,1,Under Investigation,0,Low
CLM_00828,Health,7024,Platinum,102,52,F,2023-06-11,2023-12-23,13,2.4,2,1,0,0,Denied,0,Medium
CLM_00829,Life,20846,Standard,15,41,M,2023-10-18,2023-12-16,18,0.6,3,0,1,0,Under Investigation,0,Low
CLM_00830,Home,3371,Standard,99,25,M,2023-07-24,2023-12-24,4,3.1,2,1,1,0,Approved,0,Medium
CLM_00831,Property,1785,Standard,114,33,M,2023-06-16,2023-12-31,18,6.6,4,1,0,0,Approved,0,Low
CLM_00832,Home,6325,Premium,110,72,F,2023-04-06,2023-12-26,22,0.2,2,0,1,0,Approved,0,High
CLM_00833,Property,2715,Platinum,104,35,F,2023-11-27,2023-12-27,3,0.4,1,1,1,1,Pending,0,Medium
CLM_00834,Travel,1302,Basic,38,51,M,2023-02-12,2023-12-21,22,2.6,3,0,0,1,Denied,0,High
CLM_00835,Travel,948,Standard,52,51,F,2023-11-27,2023-12-26,13,1.3,0,1,1,0,Under Investigation,0,Critical
CLM_00836,Health,1898,Basic,111,34,F,2023-03-03,2023-12-06,10,4.7,1,1,0,0,Approved,0,Medium
CLM_00837,Travel,7667,Platinum,55,70,F,2023-07-26,2023-12-03,14,1.7,1,1,1,0,Approved,0,Low
CLM_00838,Travel,9338,Standard,5,53,F,2023-10-05,2023-12-08,22,0.3,4,0,1,1,Approved,0,High
CLM_00839,Travel,7456,Basic,89,20,F,2023-05-30,2023-12-20,10,0.8,1,0,1,1,Pending,0,Medium
CLM_00840,Travel,144,Premium,11,43,M,2023-08-12,2023-12-17,11,7.2,1,1,0,0,Approved,0,High
CLM_00841,Property,4747,Standard,119,70,F,2023-05-14,2023-12-13,18,1.7,3,1,1,1,Denied,0,Critical
CLM_00842,Travel,3038,Standard,107,69,F,2023-01-11,2023-12-27,19,5.0,2,1,1,1,Under Investigation,0,High
CLM_00843,Health,3384,Basic,19,59,F,2023-06-01,2023-12-18,13,2.9,4,1,0,1,Pending,0,Low
CLM_00844,Life,4412,Platinum,21,39,F,2023-12-28,2024-01-01,22,11.0,5,1,1,1,Under Investigation,0,Low
CLM_00845,Travel,10174,Standard,48,19,F,2023-07-28,2024-01-01,3,2.8,3,1,0,0,Approved,0,High
CLM_00846,Health,2692,Standard,6,24,F,2023-08-14,2023-12-24,3,6.7,2,0,1,1,Approved,0,Critical
CLM_00847,Property,13502,Basic,35,76,F,2023-08-12,2023-12-12,11,1.2,1,1,1,1,Approved,0,Medium
CLM_00848,Auto,3936,Basic,23,53,M,2023-04-21,2023-12-03,22,1.5,3,1,1,0,Denied,0,Low
CLM_00849,Health,675,Premium,67,53,F,2023-10-18,2023-12-24,0,5.5,2,1,1,1,Pending,0,Critical
CLM_00850,Auto,1198,Standard,18,64,F,2023-04-07,2023-12-06,23,1.2,1,0,1,1,Denied,0,Medium
CLM_00851,Auto,17100,Premium,27,24,M,2023-06-13,2023-12-12,14,1.0,1,1,0,0,Approved,0,Low
CLM_00852,Property,210,Standard,44,21,F,2023-03-03,2023-12-19,19,2.9,2,1,1,1,Denied,0,Medium
CLM_00853,Auto,6752,Platinum,118,76,M,2023-10-26,2023-12-23,12,1.8,4,0,0,1,Pending,0,Medium
CLM_00854,Auto,2629,Platinum,40,82,F,2023-04-29,2023-12-21,9,7.6,0,0,1,1,Under Investigation,0,Medium
CLM_00855,Auto,1173,Premium,59,30,M,2023-12-20,2023-12-15,18,4.0,1,0,1,0,Approved,0,Low
CLM_00856,Auto,5128,Platinum,45,70,M,2023-02-16,2023-12-16,22,1.8,3,0,0,1,Under Investigation,0,Medium
CLM_00857,Home,4424,Premium,11,55,F,2023-12-24,2023-12-23,22,6.7,1,0,1,1,Approved,0,Critical
CLM_00858,Health,1356,Standard,36,22,F,2023-04-13,2023-12-27,10,0.9,5,1,0,1,Pending,0,Medium
CLM_00859,Health,5662,Premium,33,82,F,2023-11-19,2023-12-04,22,1.1,2,0,1,1,Approved,0,Medium
CLM_00860,Home,1442,Standard,32,40,M,2023-11-25,2023-12-30,22,0.5,1,0,0,1,Pending,0,High
CLM_00861,Property,398,Platinum,87,61,M,2023-05-19,2023-12-19,1,1.5,4,1,1,0,Approved,0,Low
CLM_00862,Auto,28813,Standard,56,73,F,2023-09-28,2023-12-20,15,4.8,1,1,1,1,Denied,0,Low
CLM_00863,Auto,205,Standard,37,37,M,2023-06-12,2023-12-07,9,4.9,2,1,1,0,Approved,0,Medium
CLM_00864,Travel,555,Platinum,112,21,M,2023-06-27,2023-12-15,0,4.2,2,1,1,1,Pending,0,Medium
CLM_00865,Travel,7389,Basic,56,62,M,2023-12-29,2023-12-11,3,4.9,2,1,1,1,Under Investigation,0,Medium
CLM_00866,Home,1304,Platinum,75,25,M,2023-09-13,2023-12-31,8,7.3,2,1,0,0,Pending,0,Low
CLM_00867,Property,7248,Platinum,81,84,F,2023-10-17,2023-12-09,8,2.9,0,0,0,1,Under Investigation,0,High
CLM_00868,Auto,30117,Basic,8,69,M,2023-03-04,2023-12-12,5,0.1,3,1,1,1,Approved,0,High
CLM_00869,Life,14802,Standard,47,20,M,2023-03-05,2023-12-25,13,7.7,0,1,0,0,Approved,1,Medium
CLM_00870,Home,603,Premium,15,31,M,2023-07-28,2023-12-06,9,2.3,2,1,0,0,Approved,0,Medium
CLM_00871,Life,19039,Platinum,54,34,F,2023-07-15,2023-12-09,10,0.4,2,1,1,1,Approved,1,High
CLM_00872,Travel,431,Standard,87,20,F,2023-01-10,2023-12-17,0,3.8,0,1,1,1,Approved,0,Medium
CLM_00873,Auto,18427,Standard,52,75,M,2023-09-27,2023-12-04,22,4.8,2,0,1,1,Approved,0,Low
CLM_00874,Travel,11910,Basic,25,39,M,2023-10-05,2023-12-21,22,0.5,1,1,1,1,Under Investigation,0,High
CLM_00875,Home,7401,Standard,5,53,F,2023-05-30,2023-12-29,23,4.7,1,1,0,0,Under Investigation,0,Medium
CLM_00876,Travel,4054,Standard,3,27,M,2023-11-13,2023-12-05,23,1.2,6,1,0,1,Approved,0,Critical
CLM_00877,Life,5207,Standard,39,22,F,2023-05-22,2023-12-27,3,0.2,2,1,1,0,Approved,0,High
CLM_00878,Life,274,Basic,83,63,F,2023-08-12,2023-12-18,13,0.5,2,1,0,0,Denied,0,High
CLM_00879,Auto,16000,Standard,33,67,F,2023-09-04,2023-12-13,15,0.5,1,0,1,1,Approved,0,Low
CLM_00880,Travel,17527,Basic,96,42,F,2023-03-16,2023-12-10,12,0.0,1,1,0,0,Pending,0,Low
CLM_00881,Auto,1806,Standard,21,59,F,2023-03-19,2023-12-15,18,4.1,1,1,0,1,Pending,0,High
CLM_00882,Travel,1996,Standard,92,64,F,2023-03-09,2023-12-31,21,0.7,1,0,1,0,Pending,0,Medium
CLM_00883,Health,542,Standard,6,54,F,2023-08-04,2023-12-27,11,3.6,1,1,1,0,Approved,0,Critical
CLM_00884,Travel,254,Platinum,94,59,F,2023-05-22,2023-12-10,2,0.2,2,1,1,1,Under Investigation,0,Low
CLM_00885,Life,1668,Platinum,94,63,M,2023-06-29,2023-12-10,14,4.8,1,1,0,1,Under Investigation,0,High
CLM_00886,Travel,2296,Standard,38,20,F,2023-11-08,2023-12-31,2,2.1,0,0,1,0,Denied,0,Medium
CLM_00887,Life,4536,Standard,69,25,M,2023-01-27,2023-12-06,8,2.5,0,0,1,1,Denied,0,Medium
CLM_00888,Home,6367,Premium,26,59,F,2023-11-01,2023-12-24,16,1.4,3,1,0,0,Approved,0,Low
CLM_00889,Life,8749,Standard,110,22,M,2023-10-24,2023-12-17,3,2.4,3,0,0,0,Denied,0,Medium
CLM_00890,Life,6802,Premium,93,47,F,2023-09-04,2023-12-16,19,2.3,4,0,1,0,Under Investigation,0,High
CLM_00891,Health,1998,Basic,57,69,F,2023-06-24,2023-12-29,22,1.1,5,1,1,1,Approved,0,Low
CLM_00892,Health,917,Premium,17,38,F,2023-06-20,2023-12-07,0,0.4,1,0,0,1,Under Investigation,0,Low
CLM_00893,Health,32142,Standard,89,61,M,2023-01-20,2023-12-23,5,1.7,2,1,1,0,Approved,0,High
CLM_00894,Travel,834,Basic,76,69,M,2023-09-06,2023-12-30,11,5.8,5,0,1,1,Approved,0,Low
CLM_00895,Property,3715,Platinum,7,83,M,2023-02-07,2023-12-11,0,1.3,2,1,0,1,Approved,0,Low
CLM_00896,Property,3743,Basic,94,22,M,2023-09-03,2023-12-27,22,0.4,2,1,0,0,Approved,0,Critical
CLM_00897,Home,1993,Basic,74,35,M,2023-06-30,2023-12-04,3,1.8,3,1,1,1,Approved,0,Low
CLM_00898,Health,2267,Standard,7,57,F,2023-11-19,2023-12-24,4,1.3,1,1,1,1,Under Investigation,0,Medium
CLM_00899,Home,24550,Standard,11,61,M,2023-10-24,2023-12-27,1,0.3,4,0,1,1,Pending,0,Low
CLM_00900,Auto,3992,Premium,98,68,F,2023-08-29,2023-12-13,0,7.2,3,0,0,1,Approved,0,Low
CLM_00901,Home,26213,Platinum,88,43,M,2023-09-02,2023-12-15,16,2.1,0,0,1,1,Approved,0,Low
CLM_00902,Home,13527,Standard,63,39,F,2023-10-27,2023-12-17,0,7.8,2,1,1,0,Approved,1,Medium
CLM_00903,Life,21331,Basic,29,52,M,2023-02-03,2023-12-09,0,0.3,0,0,1,0,Approved,0,Low
CLM_00904,Property,603,Platinum,80,71,M,2023-11-10,2024-01-01,1,1.4,1,1,1,0,Approved,0,Low
CLM_00905,Property,2508,Standard,106,69,F,2023-02-11,2023-12-21,11,2.2,0,0,1,1,Pending,0,Low
CLM_00906,Property,763,Standard,116,77,F,2023-08-15,2023-12-18,21,3.6,3,1,0,0,Pending,1,Critical
